,ts,longitude,latitude,altitude,accuracy,motion_score,y,x
1657,2021-10-27 15:56:03+02:00,13.3758278666667,52.5280242833333,68.978,15.0,586.3984729109385,4849224.031858454,1848531.1940795225
1658,2021-10-27 15:56:13+02:00,13.3758367833333,52.5280605333333,69.842,15.0,577.4711790664933,4849228.621615682,1848533.2580415239
1659,2021-10-27 15:56:23+02:00,13.3757638166667,52.5280389333333,83.641,15.0,578.8662043586331,4849227.519939024,1848522.8689713066
1660,2021-10-27 15:56:33+02:00,13.3757638,52.5280389333333,83.641,15.0,573.6445872523468,4849227.520341364,1848522.866714896
1661,2021-10-27 15:56:43+02:00,13.3757507833333,52.5280884,88.969,15.0,568.9705254501051,4849234.3914800165,1848522.2736236777
1662,2021-10-27 15:56:53+02:00,13.3757812833333,52.5280818333333,90.766,15.0,555.7781001479252,4849232.784771355,1848526.247643123
1664,2021-10-27 15:57:13+02:00,13.3758842166667,52.5280573666667,81.776,14.972056388855,497.3258582403155,4849227.056800887,1848539.6049260963
1669,2021-10-27 15:58:03+02:00,13.3759918666667,52.5280394166667,84.447,15.0,552.6415223485872,4849222.078751612,1848553.7547837412
1670,2021-10-27 15:58:13+02:00,13.376095,52.5280246833333,83.213,15.0,562.798187272443,4849217.636098928,1848567.3691723894
1674,2021-10-27 15:58:53+02:00,13.37611635,52.5279954166667,82.297,15.0,563.0192239617222,4849213.241346169,1848569.5678811914
1675,2021-10-27 15:59:03+02:00,13.3761267166667,52.5279974,79.899,15.0,554.4166111880677,4849213.25397936,1848571.018240601
1676,2021-10-27 15:59:13+02:00,13.3761546833333,52.52799355,80.377,15.0,529.1841791939645,4849212.068514065,1848574.7134836398
1677,2021-10-27 15:59:23+02:00,13.3761464666667,52.5279909833333,79.704,15.0,510.4540477580948,4849211.926656596,1848573.5404125398
1678,2021-10-27 15:59:33+02:00,13.3761723833333,52.5280195833333,89.878,15.0,378.26663355089545,4849215.091977453,1848577.7251034111
1679,2021-10-27 15:59:43+02:00,13.3762104166667,52.5280219333333,89.878,15.0,276.6198862511269,4849214.485308705,1848582.9297557033
